ID_Date;Lab_code;Laboratory;Age14C;SD14C;Date_type;Delta_13C;delta_13C_deviation;Measurement_note_Bratislava;Country;District;Civil_parish;Civil_parish_ID;Local_part;Site_name;Site_ID;Site_note;Context_name;Context_type;Context_structure;Activity_CZ;Activity_ENG;Site_category_CZ;Site_category_ENG;Context_dating;Contex_dating_AMCR;Dating_error;Description_of_dating_error;Context_note;Sample_name;Sample_material;Sample_species;Sample_note;Primary_Source;Secondary_Source;Latitude_WGS84;Longitude_WGS84;Localisation_accuracy
CzArch_1093;KIA-34683;KIA;3685;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 69;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1094;KIA-34682;KIA;3675;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 65;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1095;KIA-34681;KIA;3625;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 65;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1096;KIA-34684;KIA;3625;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 71;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1097;KIA-34687;KIA;3625;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 88;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1098;KIA-34685;KIA;3585;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 76;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1099;KIA-34680;KIA;3560;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 56;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1100;Poz-15057;Poz;3500;35;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;burial site;grave 16;grave;;poh;burial;pohřebiště;burial ground;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1101;Poz-14837;Poz;3415;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 188;pit;;síd;settlement;sídliště;settlement;Nitra Culture;br.nit;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1102;Erl-7077;Erl;3372;41;conv. 14C BP;;;;CZ;Uherské Hradiště;Bánov;600865;;;259;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;48.980637;17.725752;parish
CzArch_1103;Erl-7076;Erl;3346;49;conv. 14C BP;;;;CZ;Uherské Hradiště;Bánov;600865;;;259;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;48.980637;17.725752;parish
CzArch_1104;Bln-3754;Bln;3450;79;conv. 14C BP;;;;CZ;Brno-venkov;Blučina;605808;;;15;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.051885;16.657393;parish
CzArch_1105;Bln-2987;Bln;3310;70;conv. 14C BP;;;;CZ;Brno-venkov;Blučina;605808;;;15;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.051885;16.657393;parish
CzArch_1106;Bln-2989;Bln;3270;79;conv. 14C BP;;;;CZ;Brno-venkov;Blučina;605808;;;15;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.051885;16.657393;parish
CzArch_1107;Bln-2988;Bln;3270;70;conv. 14C BP;;;;CZ;Brno-venkov;Blučina;605808;;;15;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.051885;16.657393;parish
CzArch_1108;Bln-3283;Bln;3440;50;conv. 14C BP;;;;CZ;Brno-venkov;Budkovice;615595;;;16;;settl. feature 188;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.070399;16.370269;parish
CzArch_1109;Bln-3284;Bln;3490;60;conv. 14C BP;;;;CZ;Brno-venkov;Budkovice;615595;;;16;;trench III;trench;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.070399;16.370269;parish
CzArch_1110;KIA-34689;KIA;3515;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 248;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1111;KIA-34692;KIA;3475;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 430;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1112;Poz-14842;Poz;3305;35;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 471;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1113;Poz-14843;Poz;3205;30;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 479;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1114;KIA-34673;KIA;3545;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 534;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1115;KIA-34674;KIA;3530;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 650;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1116;KIA-34679;KIA;3550;25;conv. 14C BP;;;;CZ;Kroměříž;Hulín;649309;;Hulín 1 / U Isidorka;118;;settl. feature 746;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327538;17.454661;site
CzArch_1117;KIA-34728;KIA;3440;30;conv. 14C BP;;;;CZ;Kroměříž;Pravčice;732974;;Hulín - Pravčice;123;;settl. feature 115;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.333046;17.493294;parish
CzArch_1118;Erl-475;Erl;3451;58;conv. 14C BP;;;;CZ;Břeclav;Pavlov u Dolních Věstonic;718394;;;33;;settl. feature 860;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;48.871275;16.681664;parish
CzArch_1119;Bln-3326;Bln;3260;61;conv. 14C BP;;;;CZ;Blansko;Velké Opatovice;779237;;;7;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.611361;16.686070;parish
CzArch_1120;Bln-3327;Bln;3250;61;conv. 14C BP;;;;CZ;Blansko;Velké Opatovice;779237;;;7;;;;;unpublished;unpublished;unpublished;unpublished;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.611361;16.686070;parish
CzArch_1121;Bln-2717;Bln;3330;60;conv. 14C BP;;;;CZ;Břeclav;Velké Pavlovice;779245;;;35;;settl. feature 47;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;48.897990;16.828745;parish
CzArch_1122;Poz-14834;Poz;3285;35;conv. 14C BP;;;;CZ;Prostějov;Vrchoslavice;786381;;Vrchoslavice 3;218;burial site;grave 2;grave;;poh;burial;pohřebiště;burial ground;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327153;17.224316;parish
CzArch_1123;Poz-14836;Poz;3095;30;conv. 14C BP;;;;CZ;Prostějov;Vrchoslavice;786381;;Vrchoslavice 3;218;burial site;grave 5;grave;;poh;burial;pohřebiště;burial ground;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327153;17.224316;parish
CzArch_1124;Poz-15003;Poz;3215;35;conv. 14C BP;;;;CZ;Prostějov;Vrchoslavice;786381;;Vrchoslavice 3;218;burial site;settl. feature 28;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.327153;17.224316;parish
CzArch_1125;KIA-34716/1-1;KIA;3535;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 10;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1126;KIA-34716/1-2;KIA;3490;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 10;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1127;KIA-34717/2-1;KIA;3550;25;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 163;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1128;KIA-34717/1-2;KIA;3465;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 163;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1129;KIA-34717/1-1;KIA;3420;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 163;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1130;KIA-34715;KIA;3490;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 222;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1131;KIA-34715-A;KIA;3460;30;conv. 14C BP;;;;CZ;Prostějov;Vitčice na Moravě;782637;;Vrchoslavice-Vitčice 1;217;;settl. feature 222;pit;;síd;settlement;sídliště;settlement;Věteřov Culture;br.vet;n;;;;unpublished;unpublished;;Peška 2012b: J. Peška Beispiele der absoluten Chronologie der Frühbronzezeit in Mähren und ihrer Verknüpfungen mit der Ägäis in: R. Kujovský – V. Mitáš (Eds.) Václav Furmánek a doba bronzová. Sborník k sedemdesiatym narodeninám (Nitra 2012) 297–314.;Lasoles;49.311354;17.241383;parish
CzArch_1133;Poz-104297;Poz;870;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Early Medieval Period AD 951-1200;rs.4;n;;;;seed;Centauera cyanus;;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1134;Poz-11355;Poz;1930;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Roman Period;rim;n;;;;nut shell;Quercus sp.;dung, one identical laboratory code Poz-11355 used for 2 different samples (also from different layers) as published in primary source (Ptáková et al 2021, Table 1). In our database these samples have IDs: CzArch_1136 and CzArch_1134;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1135;Beta-473738;Beta;2200;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;La Tène period;laten;n;;;;other plant material;Abies alba;needle;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1136;Poz-11355;Poz;2060;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;La Tène period;laten;n;;;;excrement;unpublished;dung, one identical laboratory code Poz-11355 used for 2 different samples (also from different layers) as published in primary source (Ptáková et al 2021, Table 1). In our database these samples have IDs: CzArch_1136 and CzArch_1134;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1137;Poz-104298;Poz;2200;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;La Tène period;laten;n;;;;other plant material;Viscum album;twig;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1138;Poz-99530;Poz;2575;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Bronze Age;bronz;n;;;;excrement;unpublished;dung pellet;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1139;Poz-104374;Poz;3010;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Bronze Age;bronz;n;;;;grain;Panicum miliaceum;charred;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1140;Poz-113553;Poz;3615;30;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Bronze Age;bronz;n;;;;excrement;unpublished;dung pellet (charred);Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1141;Poz-97105;Poz;3750;35;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Eneolithic-Bronze Age;en-br;n;;;;charcoal;unpublished;;Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
CzArch_1142;Poz-104309;Poz;4150;35;conv. 14C BP;;;;CZ;Mladá Boleslav;Branžež;609501;;Velký Mamuťák;149;;;layer;;síd;settlement;skalní prostor;cave or abri;Eneolithic;eneoli;n;;;;excrement;unpublished;dung pellet (charred);Ptáková M. et al. From Mesolithic hunters to Iron Age herders: a unique record of woodland use from eastern central Europe (Czech Republic). Veget Hist Archaeobot (2020) doi:10.1007/s00334-020-00784-0.;Lasoles;50.518494;15.071059;site
